countid,hour,vehicles
778704,13,67
778704,14,58
778704,15,70
778704,16,63
778704,17,46
778704,18,36
778704,19,34
778704,20,21
778704,21,19
778704,22,11
778704,23,8
778705,0,31
778705,1,18
778705,2,9
778705,3,10
778705,4,15
778705,5,32
778705,6,83
778705,7,217
778705,8,191
778705,9,185
778705,10,210
778705,11,204
778705,12,275
778705,13,272
778705,14,262
778705,15,305
778705,16,303
778705,17,333
778705,18,203
778705,19,169
778705,20,150
778705,21,135
778705,22,58
778705,23,42
778706,0,27
778706,1,10
778706,2,10
778706,3,10
778706,4,19
778706,5,39
778706,6,98
778706,7,230
778706,8,191
778706,9,201
778706,10,136
778706,11,251
778706,12,246
778706,13,325
778706,14,273
778706,15,343
778706,16,354
778706,17,393
778706,18,227
778706,19,148
778706,20,157
778706,21,109
778706,22,67
778706,23,47
778707,0,8
778707,1,5
778707,2,0
778707,3,1
778707,4,3
778707,5,13
778707,6,19
778707,7,39
778707,8,53
778707,9,80
778707,10,140
778707,11,105
778707,12,95
778707,13,110
778707,14,92
778707,15,108
778707,16,114
778707,17,113
778707,18,115
778707,19,70
778707,20,66
778707,21,33
778707,22,41
778707,23,14
778708,0,34
778708,1,21
778708,2,13
778708,3,20
778708,4,26
778708,5,79
778708,6,116
778708,7,164
778708,8,136
778708,9,141
778708,10,156
778708,11,161
778708,12,184
778708,13,215
778708,14,191
778708,15,236
778708,16,326
778708,17,299
778708,18,245
778708,19,232
778708,20,225
778708,21,149
778708,22,128
778708,23,101
778709,0,25
778709,1,5
778709,2,6
778709,3,10
778709,4,19
778709,5,33
778709,6,100
778709,7,225
778709,8,166
778709,9,176
778709,10,120
778709,11,241
778709,12,208
778709,13,263
778709,14,233
778709,15,300
778709,16,334
778709,17,367
778709,18,205
778709,19,156
778709,20,129
778709,21,76
778709,22,55
778709,23,23
778710,0,19
778710,1,8
778710,2,0
778710,3,2
778710,4,10
778710,5,20
778710,6,43
778710,7,140
778710,8,150
778710,9,153
778710,10,98
778710,11,128
778710,12,131
778710,13,170
778710,14,136
778710,15,185
778710,16,174
778710,17,262
778710,18,131
778710,19,110
778710,20,100
778710,21,81
778710,22,49
778710,23,32
778711,0,7
778711,1,5
778711,2,5
778711,3,2
778711,4,4
778711,5,15
778711,6,25
778711,7,53
778711,8,50
778711,9,38
778711,10,44
778711,11,41
778711,12,51
778711,13,64
778711,14,49
778711,15,64
778711,16,73
778711,17,80
778711,18,70
778711,19,42
778711,20,38
778711,21,33
778711,22,16
778711,23,15
778712,0,10
778712,1,25
778712,2,14
778712,3,14
778712,4,33
778712,5,61
778712,6,132
778712,7,277
778712,8,202
778712,9,161
778712,10,206
778712,11,215
778712,12,281
778712,13,237
778712,14,286
778712,15,378
778712,16,402
778712,17,495
778712,18,351
778712,19,169
778712,20,203
778712,21,106
778712,22,62
778712,23,40
778713,0,25
778713,1,19
778713,2,13
778713,3,17
778713,4,44
778713,5,63
778713,6,112
778713,7,231
778713,8,197
778713,9,151
778713,10,165
778713,11,166
778713,12,229
778713,13,196
778713,14,253
778713,15,343
778713,16,330
778713,17,396
778713,18,288
778713,19,182
778713,20,146
778713,21,78
778713,22,59
778713,23,49
778714,0,45
778714,1,26
778714,2,32
778714,3,41
778714,4,88
778714,5,230
778714,6,395
778714,7,592
778714,8,541
778714,9,478
778714,10,468
778714,11,570
778714,12,599
778714,13,558
778714,14,737
778714,15,791
778714,16,808
778714,17,803
778714,18,562
778714,19,351
778714,20,257
778714,21,191
778714,22,166
778714,23,88
778715,0,69
778715,1,46
778715,2,25
778715,3,37
778715,4,78
778715,5,191
778715,6,431
778715,7,704
778715,8,535
778715,9,482
778715,10,514
778715,11,514
778715,12,557
778715,13,651
778715,14,758
778715,15,883
778715,16,955
778715,17,1027
778715,18,609
778715,19,429
778715,20,391
778715,21,269
778715,22,183
778715,23,98
778716,0,97
778716,1,54
778716,2,47
778716,3,56
778716,4,100
778716,5,249
778716,6,495
778716,7,899
778716,8,729
778716,9,632
778716,10,595
778716,11,644
778716,12,742
778716,13,911
778716,14,969
778716,15,1138
778716,16,1269
778716,17,1415
778716,18,951
778716,19,721
778716,20,520
778716,21,381
778716,22,237
778716,23,180
778717,0,54
778717,1,49
778717,2,30
778717,3,57
778717,4,109
778717,5,208
778717,6,264
778717,7,316
778717,8,289
778717,9,262
778717,10,284
778717,11,291
778717,12,332
778717,13,366
778717,14,436
778717,15,459
778717,16,586
778717,17,581
778717,18,452
778717,19,409
778717,20,344
778717,21,294
778717,22,216
778717,23,119
778718,0,64
778718,1,27
778718,2,27
778718,3,28
778718,4,97
778718,5,218
778718,6,474
778718,7,876
778718,8,730
778718,9,591
778718,10,553
778718,11,635
778718,12,645
778718,13,699
778718,14,812
778718,15,971
778718,16,1192
778718,17,1169
778718,18,719
778718,19,439
778718,20,338
778718,21,249
778718,22,162
778718,23,114
778719,0,29
778719,1,18
778719,2,24
778719,3,26
778719,4,61
778719,5,87
778719,6,91
778719,7,74
778719,8,88
778719,9,93
778719,10,99
778719,11,123
778719,12,93
778719,13,128
778719,14,144
778719,15,122
778719,16,119
778719,17,164
778719,18,152
778719,19,131
778719,20,90
778719,21,105
778719,22,74
778719,23,44
778720,0,54
778720,1,50
778720,2,20
778720,3,35
778720,4,52
778720,5,115
778720,6,323
778720,7,514
778720,8,435
778720,9,426
778720,10,465
778720,11,546
778720,12,627
778720,13,597
778720,14,623
778720,15,696
778720,16,828
778720,17,891
778720,18,687
778720,19,463
778720,20,403
778720,21,259
778720,22,128
778720,23,85
778721,0,39
778721,1,20
778721,2,12
778721,3,15
778721,4,42
778721,5,88
778721,6,135
778721,7,207
778721,8,192
778721,9,241
778721,10,223
778721,11,299
778721,12,299
778721,13,291
778721,14,294
778721,15,342
778721,16,378
778721,17,397
778721,18,276
778721,19,247
778721,20,195
778721,21,123
778721,22,76
778721,23,39
778722,0,46
778722,1,31
778722,2,25
778722,3,31
778722,4,85
778722,5,237
778722,6,474
778722,7,888
778722,8,678
778722,9,585
778722,10,569
778722,11,626
778722,12,714
778722,13,720
778722,14,809
778722,15,989
778722,16,1203
778722,17,1206
778722,18,698
778722,19,435
778722,20,323
778722,21,240
778722,22,158
778722,23,116
778723,0,71
778723,1,48
778723,2,37
778723,3,36
778723,4,106
778723,5,208
778723,6,442
778723,7,673
778723,8,762
778723,9,590
778723,10,562
778723,11,654
778723,12,749
778723,13,732
778723,14,810
778723,15,1019
778723,16,1041
778723,17,1002
778723,18,774
778723,19,534
778723,20,378
778723,21,274
778723,22,241
778723,23,132
778724,0,60
778724,1,40
778724,2,23
778724,3,35
778724,4,55
778724,5,159
778724,6,385
778724,7,632
778724,8,525
778724,9,482
778724,10,522
778724,11,539
778724,12,672
778724,13,598
778724,14,645
778724,15,730
778724,16,854
778724,17,860
778724,18,607
778724,19,472
778724,20,370
778724,21,269
778724,22,150
778724,23,84
778725,0,52
778725,1,34
778725,2,24
778725,3,23
778725,4,37
778725,5,140
778725,6,342
778725,7,630
778725,8,456
778725,9,384
778725,10,446
778725,11,453
778725,12,541
778725,13,539
778725,14,634
778725,15,749
778725,16,781
778725,17,785
778725,18,609
778725,19,368
778725,20,296
778725,21,197
778725,22,102
778725,23,75
778726,0,38
778726,1,28
778726,2,21
778726,3,19
778726,4,43
778726,5,71
778726,6,231
778726,7,411
778726,8,321
778726,9,214
778726,10,222
778726,11,225
778726,12,279
778726,13,316
778726,14,371
778726,15,378
778726,16,416
778726,17,404
778726,18,313
778726,19,187
778726,20,134
778726,21,130
778726,22,64
778726,23,49
778727,0,7
778727,1,11
778727,2,3
778727,3,6
778727,4,2
778727,5,25
778727,6,39
778727,7,60
778727,8,49
778727,9,70
778727,10,46
778727,11,78
778727,12,51
778727,13,80
778727,14,49
778727,15,66
778727,16,80
778727,17,93
778727,18,57
778727,19,46
778727,20,36
778727,21,28
778727,22,31
778727,23,10
778728,0,66
778728,1,44
778728,2,21
778728,3,39
778728,4,68
778728,5,153
778728,6,387
778728,7,672
778728,8,564
778728,9,557
778728,10,553
778728,11,698
778728,12,789
778728,13,758
778728,14,757
778728,15,863
778728,16,1072
778728,17,1092
778728,18,722
778728,19,489
778728,20,423
778728,21,282
778728,22,143
778728,23,99
778729,0,10
778729,1,3
778729,2,5
778729,3,5
778729,4,4
778729,5,20
778729,6,24
778729,7,78
778729,8,88
778729,9,127
778729,10,141
778729,11,206
778729,12,220
778729,13,221
778729,14,213
778729,15,236
778729,16,217
778729,17,198
778729,18,158
778729,19,126
778729,20,90
778729,21,63
778729,22,35
778729,23,21
778730,0,47
778730,1,25
778730,2,22
778730,3,35
778730,4,68
778730,5,212
778730,6,368
778730,7,741
778730,8,610
778730,9,569
778730,10,548
778730,11,638
778730,12,712
778730,13,724
778730,14,773
778730,15,960
778730,16,1116
778730,17,1060
778730,18,671
778730,19,456
778730,20,341
778730,21,226
778730,22,146
778730,23,124
778731,0,42
778731,1,30
778731,2,22
778731,3,31
778731,4,64
778731,5,221
778731,6,386
778731,7,768
778731,8,626
778731,9,577
778731,10,546
778731,11,637
778731,12,709
778731,13,716
778731,14,806
778731,15,972
778731,16,1187
778731,17,1135
778731,18,715
778731,19,454
778731,20,345
778731,21,232
778731,22,155
778731,23,139
778733,0,4
778733,1,1
778733,2,4
778733,3,4
778733,4,8
778733,5,17
778733,6,53
778733,7,74
778733,8,64
778733,9,33
778733,10,47
778733,11,29
778733,12,38
778733,13,56
778733,14,40
778733,15,72
778733,16,52
778733,17,58
778733,18,59
778733,19,36
778733,20,21
778733,21,19
778733,22,14
778733,23,13
778740,0,37
778740,1,17
778740,2,14
778740,3,25
778740,4,52
778740,5,102
778740,6,182
778740,7,232
778740,8,247
778740,9,254
778740,10,242
778740,11,295
778740,12,325
778740,13,289
778740,14,345
778740,15,426
778740,16,405
778740,17,411
778740,18,342
778740,19,226
778740,20,177
778740,21,119
778740,22,73
778740,23,52
778741,0,8
778741,1,5
778741,2,2
778741,3,5
778741,4,7
778741,5,15
778741,6,22
778741,7,57
778741,8,54
778741,9,84
778741,10,45
778741,11,53
778741,12,48
778741,13,58
778741,14,81
778741,15,77
778741,16,86
778741,17,80
778741,18,61
778741,19,57
778741,20,37
778741,21,24
778741,22,20
778741,23,19
778742,0,39
778742,1,12
778742,2,23
778742,3,17
778742,4,40
778742,5,80
778742,6,85
778742,7,139
778742,8,147
778742,9,158
778742,10,130
778742,11,156
778742,12,152
778742,13,166
778742,14,195
778742,15,216
778742,16,225
778742,17,274
778742,18,238
778742,19,157
778742,20,148
778742,21,109
778742,22,78
778742,23,61
778743,0,10
778743,1,8
778743,2,4
778743,3,7
778743,4,7
778743,5,52
778743,6,113
778743,7,262
778743,8,182
778743,9,163
778743,10,147
778743,11,156
778743,12,185
778743,13,187
778743,14,204
778743,15,220
778743,16,252
778743,17,230
778743,18,210
778743,19,109
778743,20,73
778743,21,49
778743,22,29
778743,23,27
778744,0,6
778744,1,4
778744,2,3
778744,3,5
778744,4,10
778744,5,43
778744,6,105
778744,7,163
778744,8,141
778744,9,129
778744,10,95
778744,11,124
778744,12,108
778744,13,125
778744,14,126
778744,15,167
778744,16,171
778744,17,173
778744,18,137
778744,19,63
778744,20,62
778744,21,45
778744,22,22
778744,23,9
778745,0,9
778745,1,6
778745,2,6
778745,3,9
778745,4,20
778745,5,28
778745,6,72
778745,7,146
778745,8,175
778745,9,128
778745,10,154
778745,11,193
778745,12,214
778745,13,203
778745,14,200
778745,15,294
778745,16,308
778745,17,362
778745,18,225
778745,19,138
778745,20,117
778745,21,63
778745,22,41
778745,23,19
778748,0,124
778748,1,83
778748,2,90
778748,3,130
778748,4,314
778748,5,708
778748,6,1037
778748,7,1153
778748,8,1074
778748,9,886
778748,10,875
778748,11,961
778748,12,1025
778748,13,1045
778748,14,1229
778748,15,1331
778748,16,1487
778748,17,1406
778748,18,1125
778748,19,828
778748,20,623
778748,21,452
778748,22,348
778748,23,240
778750,0,1
778750,1,0
778750,2,0
778750,3,2
778750,4,3
778750,5,8
778750,6,15
778750,7,12
778750,8,14
778750,9,11
778750,10,17
778750,11,17
778750,12,18
778750,13,12
778750,14,15
778750,15,25
778750,16,33
778750,17,15
778750,18,34
778750,19,11
778750,20,9
778750,21,10
778750,22,9
778750,23,0
778753,0,38
778753,1,20
778753,2,30
778753,3,25
778753,4,68
778753,5,132
778753,6,204
778753,7,323
778753,8,277
778753,9,235
778753,10,201
778753,11,254
778753,12,250
778753,13,278
778753,14,363
778753,15,360
778753,16,387
778753,17,381
778753,18,285
778753,19,223
778753,20,172
778753,21,161
778753,22,90
778753,23,61
778754,0,62
778754,1,33
778754,2,33
778754,3,40
778754,4,65
778754,5,154
778754,6,274
778754,7,449
778754,8,483
778754,9,356
778754,10,336
778754,11,387
778754,12,408
778754,13,403
778754,14,490
778754,15,562
778754,16,694
778754,17,709
778754,18,607
778754,19,447
778754,20,317
778754,21,229
778754,22,122
778754,23,75
778756,0,112
778756,1,110
778756,2,68
778756,3,79
778756,4,178
778756,5,353
778756,6,535
778756,7,741
778756,8,710
778756,9,762
778756,10,762
778756,11,821
778756,12,915
778756,13,941
778756,14,1063
778756,15,1209
778756,16,1217
778756,17,1267
778756,18,973
778756,19,736
778756,20,616
778756,21,501
778756,22,332
778756,23,217
778757,0,10
778757,1,9
778757,2,8
778757,3,7
778757,4,8
778757,5,32
778757,6,50
778757,7,78
778757,8,72
778757,9,92
778757,10,86
778757,11,123
778757,12,116
778757,13,109
778757,14,151
778757,15,143
778757,16,157
778757,17,154
778757,18,125
778757,19,67
778757,20,62
778757,21,36
778757,22,21
778757,23,15
778758,0,13
778758,1,8
778758,2,5
778758,3,2
778758,4,6
778758,5,21
778758,6,48
778758,7,88
778758,8,86
778758,9,124
778758,10,99
778758,11,104
778758,12,106
778758,13,98
778758,14,140
778758,15,162
778758,16,216
778758,17,211
778758,18,119
778758,19,73
778758,20,49
778758,21,48
778758,22,28
778758,23,20
778759,0,1
778759,1,4
778759,2,1
778759,3,2
778759,4,2
778759,5,9
778759,6,29
778759,7,58
778759,8,57
778759,9,118
778759,10,38
778759,11,35
778759,12,50
778759,13,39
778759,14,114
778759,15,64
778759,16,84
778759,17,56
778759,18,51
778759,19,25
778759,20,22
778759,21,17
778759,22,10
778759,23,11
778760,0,9
778760,1,7
778760,2,9
778760,3,7
778760,4,15
778760,5,64
778760,6,157
778760,7,307
778760,8,197
778760,9,206
778760,10,163
778760,11,213
778760,12,214
778760,13,216
778760,14,261
778760,15,269
778760,16,299
778760,17,310
778760,18,231
778760,19,128
778760,20,95
778760,21,71
778760,22,38
778760,23,28
778761,0,38
778761,1,19
778761,2,22
778761,3,36
778761,4,43
778761,5,115
778761,6,220
778761,7,343
778761,8,318
778761,9,233
778761,10,209
778761,11,231
778761,12,287
778761,13,267
778761,14,328
778761,15,374
778761,16,398
778761,17,422
778761,18,317
778761,19,221
778761,20,186
778761,21,138
778761,22,71
778761,23,59
778762,0,10
778762,1,2
778762,2,2
778762,3,12
778762,4,22
778762,5,42
778762,6,68
778762,7,67
778762,8,69
778762,9,61
778762,10,46
778762,11,60
778762,12,54
778762,13,63
778762,14,75
778762,15,99
778762,16,135
778762,17,127
778762,18,67
778762,19,47
778762,20,43
778762,21,23
778762,22,16
778762,23,4
778765,0,9
778765,1,11
778765,2,7
778765,3,7
778765,4,8
778765,5,29
778765,6,60
778765,7,150
778765,8,158
778765,9,131
778765,10,86
778765,11,106
778765,12,127
778765,13,160
778765,14,165
778765,15,207
778765,16,242
778765,17,266
778765,18,182
778765,19,111
778765,20,81
778765,21,58
778765,22,29
778765,23,18
778769,0,8
778769,1,8
778769,2,5
778769,3,12
778769,4,11
778769,5,21
778769,6,47
778769,7,140
778769,8,199
778769,9,128
778769,10,119
778769,11,169
778769,12,184
778769,13,173
778769,14,150
778769,15,240
778769,16,197
778769,17,199
778769,18,130
778769,19,81
778769,20,66
778769,21,45
778769,22,32
778769,23,19
778770,0,6
778770,1,1
778770,2,2
778770,3,0
778770,4,6
778770,5,8
778770,6,23
778770,7,36
778770,8,31
778770,9,39
778770,10,30
778770,11,41
778770,12,34
778770,13,42
778770,14,34
778770,15,50
778770,16,57
778770,17,70
778770,18,48
778770,19,32
778770,20,27
778770,21,26
778770,22,6
778770,23,7
778771,0,12
778771,1,6
778771,2,1
778771,3,13
778771,4,17
778771,5,37
778771,6,78
778771,7,142
778771,8,162
778771,9,119
778771,10,108
778771,11,153
778771,12,165
778771,13,159
778771,14,174
778771,15,225
778771,16,226
778771,17,291
778771,18,205
778771,19,129
778771,20,109
778771,21,61
778771,22,39
778771,23,27
778773,0,16
778773,1,16
778773,2,9
778773,3,14
778773,4,31
778773,5,50
778773,6,115
778773,7,154
778773,8,158
778773,9,157
778773,10,159
778773,11,192
778773,12,228
778773,13,247
778773,14,215
778773,15,254
778773,16,312
778773,17,293
778773,18,287
778773,19,128
778773,20,96
778773,21,73
778773,22,64
778773,23,30
778774,0,9
778774,1,7
778774,2,5
778774,3,14
778774,4,31
778774,5,92
778774,6,133
778774,7,144
778774,8,100
778774,9,92
778774,10,70
778774,11,82
778774,12,89
778774,13,106
778774,14,95
778774,15,111
778774,16,237
778774,17,222
778774,18,129
778774,19,65
778774,20,66
778774,21,26
778774,22,19
778774,23,12
778775,0,64
778775,1,49
778775,2,61
778775,3,69
778775,4,162
778775,5,349
778775,6,786
778775,7,816
778775,8,711
778775,9,661
778775,10,674
778775,11,744
778775,12,806
778775,13,877
778775,14,956
778775,15,1050
778775,16,1150
778775,17,1204
778775,18,984
778775,19,610
778775,20,458
778775,21,308
778775,22,187
778775,23,141
778776,0,110
778776,1,78
778776,2,65
778776,3,78
778776,4,148
778776,5,302
778776,6,544
778776,7,755
778776,8,715
778776,9,733
778776,10,849
778776,11,870
778776,12,960
778776,13,946
778776,14,1029
778776,15,1183
778776,16,1295
778776,17,1353
778776,18,1029
778776,19,760
778776,20,640
778776,21,566
778776,22,371
778776,23,233
778777,0,22
778777,1,20
778777,2,10
778777,3,12
778777,4,20
778777,5,69
778777,6,77
778777,7,84
778777,8,95
778777,9,93
778777,10,122
778777,11,105
778777,12,133
778777,13,125
778777,14,123
778777,15,164
778777,16,188
778777,17,186
778777,18,132
778777,19,122
778777,20,106
778777,21,82
778777,22,51
778777,23,36
778778,0,39
778778,1,21
778778,2,13
778778,3,16
778778,4,31
778778,5,102
778778,6,128
778778,7,167
778778,8,161
778778,9,181
778778,10,189
778778,11,211
778778,12,253
778778,13,265
778778,14,289
778778,15,346
778778,16,423
778778,17,427
778778,18,279
778778,19,219
778778,20,209
778778,21,158
778778,22,116
778778,23,59
778779,0,31
778779,1,13
778779,2,13
778779,3,22
778779,4,30
778779,5,59
778779,6,172
778779,7,354
778779,8,302
778779,9,213
778779,10,274
778779,11,313
778779,12,345
778779,13,365
778779,14,434
778779,15,465
778779,16,467
778779,17,443
778779,18,381
778779,19,246
778779,20,152
778779,21,100
778779,22,76
778779,23,43
778780,0,43
778780,1,30
778780,2,27
778780,3,52
778780,4,100
778780,5,188
778780,6,392
778780,7,530
778780,8,514
778780,9,377
778780,10,418
778780,11,458
778780,12,440
778780,13,496
778780,14,665
778780,15,703
778780,16,773
778780,17,684
778780,18,513
778780,19,364
778780,20,265
778780,21,193
778780,22,120
778780,23,87
778781,0,107
778781,1,78
778781,2,81
778781,3,114
778781,4,280
778781,5,680
778781,6,1020
778781,7,1126
778781,8,1154
778781,9,861
778781,10,853
778781,11,976
778781,12,978
778781,13,1065
778781,14,1208
778781,15,1391
778781,16,1572
778781,17,1442
778781,18,1121
778781,19,749
778781,20,597
778781,21,419
778781,22,304
778781,23,197
778782,0,33
778782,1,33
778782,2,21
778782,3,36
778782,4,73
778782,5,128
778782,6,261
778782,7,583
778782,8,319
778782,9,288
778782,10,257
778782,11,311
778782,12,342
778782,13,345
778782,14,566
778782,15,473
778782,16,483
778782,17,503
778782,18,465
778782,19,311
778782,20,205
778782,21,147
778782,22,90
778782,23,51
778783,0,25
778783,1,14
778783,2,9
778783,3,6
778783,4,20
778783,5,61
778783,6,216
778783,7,339
778783,8,195
778783,9,162
778783,10,190
778783,11,190
778783,12,211
778783,13,277
778783,14,306
778783,15,289
778783,16,265
778783,17,295
778783,18,274
778783,19,202
778783,20,140
778783,21,120
778783,22,70
778783,23,30
778784,0,28
778784,1,11
778784,2,12
778784,3,12
778784,4,22
778784,5,64
778784,6,249
778784,7,406
778784,8,341
778784,9,198
778784,10,238
778784,11,286
778784,12,305
778784,13,327
778784,14,431
778784,15,472
778784,16,500
778784,17,508
778784,18,419
778784,19,280
778784,20,177
778784,21,120
778784,22,89
778784,23,41
778785,0,49
778785,1,35
778785,2,22
778785,3,22
778785,4,62
778785,5,156
778785,6,313
778785,7,469
778785,8,606
778785,9,380
778785,10,383
778785,11,381
778785,12,457
778785,13,431
778785,14,550
778785,15,617
778785,16,596
778785,17,574
778785,18,492
778785,19,352
778785,20,268
778785,21,216
778785,22,157
778785,23,84
778786,0,17
778786,1,16
778786,2,10
778786,3,12
778786,4,43
778786,5,92
778786,6,144
778786,7,220
778786,8,153
778786,9,115
778786,10,113
778786,11,149
778786,12,134
778786,13,157
778786,14,173
778786,15,227
778786,16,216
778786,17,192
778786,18,139
778786,19,103
778786,20,78
778786,21,48
778786,22,43
778786,23,50
778787,0,27
778787,1,22
778787,2,16
778787,3,19
778787,4,41
778787,5,98
778787,6,290
778787,7,281
778787,8,242
778787,9,186
778787,10,205
778787,11,204
778787,12,212
778787,13,253
778787,14,306
778787,15,316
778787,16,381
778787,17,359
778787,18,263
778787,19,166
778787,20,136
778787,21,89
778787,22,65
778787,23,37
778788,0,38
778788,1,37
778788,2,15
778788,3,23
778788,4,76
778788,5,167
778788,6,273
778788,7,341
778788,8,317
778788,9,246
778788,10,255
778788,11,316
778788,12,311
778788,13,353
778788,14,405
778788,15,473
778788,16,538
778788,17,491
778788,18,375
778788,19,298
778788,20,198
778788,21,140
778788,22,96
778788,23,78
778789,0,69
778789,1,51
778789,2,38
778789,3,61
778789,4,151
778789,5,316
778789,6,676
778789,7,769
778789,8,650
778789,9,567
778789,10,584
778789,11,592
778789,12,690
778789,13,760
778789,14,817
778789,15,925
778789,16,1074
778789,17,960
778789,18,806
778789,19,536
778789,20,433
778789,21,292
778789,22,174
778789,23,122
778792,0,11
778792,1,4
778792,2,7
778792,3,4
778792,4,10
778792,5,7
778792,6,17
778792,7,24
778792,8,32
778792,9,39
778792,10,21
778792,11,41
778792,12,32
778792,13,33
778792,14,39
778792,15,46
778792,16,50
778792,17,58
778792,18,43
778792,19,30
778792,20,23
778792,21,16
778792,22,10
778792,23,9
778793,0,5
778793,1,13
778793,2,6
778793,3,13
778793,4,20
778793,5,59
778793,6,88
778793,7,57
778793,8,53
778793,9,71
778793,10,76
778793,11,81
778793,12,77
778793,13,60
778793,14,70
778793,15,92
778793,16,109
778793,17,102
778793,18,70
778793,19,44
778793,20,33
778793,21,20
778793,22,17
778793,23,7
778794,0,16
778794,1,12
778794,2,13
778794,3,20
778794,4,47
778794,5,77
778794,6,88
778794,7,89
778794,8,65
778794,9,77
778794,10,75
778794,11,69
778794,12,62
778794,13,90
778794,14,96
778794,15,119
778794,16,138
778794,17,139
778794,18,115
778794,19,105
778794,20,106
778794,21,59
778794,22,40
778794,23,21
778795,0,10
778795,1,3
778795,2,6
778795,3,13
778795,4,20
778795,5,56
778795,6,87
778795,7,69
778795,8,58
778795,9,70
778795,10,55
778795,11,71
778795,12,72
778795,13,72
778795,14,77
778795,15,129
778795,16,145
778795,17,147
778795,18,77
778795,19,51
778795,20,55
778795,21,23
778795,22,21
778795,23,7
778796,0,9
778796,1,18
778796,2,18
778796,3,17
778796,4,34
778796,5,77
778796,6,129
778796,7,111
778796,8,94
778796,9,93
778796,10,109
778796,11,89
778796,12,88
778796,13,90
778796,14,122
778796,15,157
778796,16,203
778796,17,176
778796,18,112
778796,19,86
778796,20,58
778796,21,34
778796,22,33
778796,23,12
778797,0,36
778797,1,31
778797,2,40
778797,3,47
778797,4,139
778797,5,191
778797,6,190
778797,7,194
778797,8,112
778797,9,135
778797,10,164
778797,11,141
778797,12,137
778797,13,166
778797,14,191
778797,15,247
778797,16,308
778797,17,261
778797,18,219
778797,19,264
778797,20,237
778797,21,127
778797,22,93
778797,23,64
778798,0,1
778798,1,4
778798,2,8
778798,3,4
778798,4,14
778798,5,27
778798,6,78
778798,7,103
778798,8,66
778798,9,58
778798,10,47
778798,11,55
778798,12,60
778798,13,73
778798,14,96
778798,15,114
778798,16,131
778798,17,130
778798,18,88
778798,19,65
778798,20,47
778798,21,21
778798,22,7
778798,23,4
778799,0,14
778799,1,10
778799,2,13
778799,3,34
778799,4,71
778799,5,118
778799,6,203
778799,7,204
778799,8,165
778799,9,141
778799,10,134
778799,11,138
778799,12,171
778799,13,163
778799,14,200
778799,15,206
778799,16,278
778799,17,277
778799,18,191
778799,19,134
778799,20,81
778799,21,50
778799,22,32
778799,23,25
778800,0,1
778800,1,3
778800,2,0
778800,3,1
778800,4,8
778800,5,37
778800,6,61
778800,7,62
778800,8,37
778800,9,21
778800,10,10
778800,11,19
778800,12,13
778800,13,23
778800,14,29
778800,15,36
778800,16,69
778800,17,59
778800,18,30
778800,19,12
778800,20,11
778800,21,3
778800,22,0
778800,23,2
778801,0,21
778801,1,22
778801,2,16
778801,3,41
778801,4,94
778801,5,218
778801,6,325
778801,7,328
778801,8,241
778801,9,225
778801,10,210
778801,11,197
778801,12,252
778801,13,267
778801,14,303
778801,15,384
778801,16,492
778801,17,433
778801,18,299
778801,19,189
778801,20,149
778801,21,92
778801,22,67
778801,23,53
778802,0,37
778802,1,21
778802,2,27
778802,3,66
778802,4,109
778802,5,196
778802,6,335
778802,7,314
778802,8,282
778802,9,274
778802,10,280
778802,11,282
778802,12,326
778802,13,341
778802,14,407
778802,15,425
778802,16,509
778802,17,510
778802,18,389
778802,19,237
778802,20,225
778802,21,146
778802,22,75
778802,23,65
778803,0,43
778803,1,29
778803,2,30
778803,3,46
778803,4,79
778803,5,131
778803,6,219
778803,7,215
778803,8,214
778803,9,169
778803,10,207
778803,11,233
778803,12,245
778803,13,278
778803,14,335
778803,15,379
778803,16,487
778803,17,467
778803,18,375
778803,19,221
778803,20,187
778803,21,139
778803,22,92
778803,23,58
778804,0,52
778804,1,35
778804,2,32
778804,3,56
778804,4,89
778804,5,155
778804,6,283
778804,7,364
778804,8,336
778804,9,312
778804,10,319
778804,11,338
778804,12,398
778804,13,421
778804,14,542
778804,15,596
778804,16,718
778804,17,715
778804,18,584
778804,19,378
778804,20,296
778804,21,225
778804,22,125
778804,23,79
778806,0,3
778806,1,1
778806,2,2
778806,3,5
778806,4,7
778806,5,3
778806,6,12
778806,7,28
778806,8,33
778806,9,27
778806,10,19
778806,11,19
778806,12,34
778806,13,24
778806,14,24
778806,15,53
778806,16,61
778806,17,57
778806,18,37
778806,19,28
778806,20,27
778806,21,15
778806,22,8
778806,23,5
778807,0,9
778807,1,9
778807,2,11
778807,3,11
778807,4,20
778807,5,52
778807,6,112
778807,7,206
778807,8,194
778807,9,171
778807,10,147
778807,11,168
778807,12,183
778807,13,213
778807,14,200
778807,15,253
778807,16,310
778807,17,287
778807,18,217
778807,19,117
778807,20,122
778807,21,72
778807,22,38
778807,23,25
778809,0,2
778809,1,8
778809,2,5
778809,3,11
778809,4,22
778809,5,46
778809,6,45
778809,7,42
778809,8,39
778809,9,50
778809,10,46
778809,11,46
778809,12,45
778809,13,38
778809,14,39
778809,15,56
778809,16,80
778809,17,58
778809,18,59
778809,19,33
778809,20,23
778809,21,20
778809,22,12
778809,23,5
778810,0,2
778810,1,2
778810,2,1
778810,3,2
778810,4,1
778810,5,5
778810,6,8
778810,7,20
778810,8,8
778810,9,12
778810,10,13
778810,11,23
