countid,hour,vehicles
778191,4,1216
778191,5,1676
778191,6,1960
778191,7,1934
778191,8,1851
778191,9,1537
778191,10,1440
778191,11,1307
778191,12,1380
778191,13,1384
778191,14,1472
778191,15,1470
778191,16,1390
778191,17,1376
778191,18,1081
778191,19,758
778191,20,589
778191,21,479
778191,22,355
778191,23,307
778192,0,335
778192,1,207
778192,2,194
778192,3,206
778192,4,363
778192,5,684
778192,6,1023
778192,7,1173
778192,8,1095
778192,9,1158
778192,10,1197
778192,11,1406
778192,12,1562
778192,13,1679
778192,14,1934
778192,15,2208
778192,16,1218
778192,17,1949
778192,18,2117
778192,19,1557
778192,20,1372
778192,21,1026
778192,22,754
778192,23,533
778193,0,154
778193,1,160
778193,2,200
778193,3,446
778193,4,1245
778193,5,1685
778193,6,1999
778193,7,2042
778193,8,1983
778193,9,1671
778193,10,1521
778193,11,1445
778193,12,1564
778193,13,1548
778193,14,1554
778193,15,1564
778193,16,1541
778193,17,1421
778193,18,1264
778193,19,927
778193,20,798
778193,21,553
778193,22,438
778193,23,341
778203,0,383
778203,1,345
778203,2,394
778203,3,709
778203,4,1782
778203,5,2403
778203,6,2752
778203,7,2728
778203,8,2825
778203,9,2634
778203,10,2526
778203,11,2567
778203,12,2707
778203,13,2938
778203,14,2932
778203,15,2925
778203,16,3014
778203,17,2867
778203,18,2342
778203,19,1699
778203,20,1556
778203,21,1368
778203,22,879
778203,23,608
778205,0,1462
778205,1,859
778205,2,690
778205,3,695
778205,4,1056
778205,5,2256
778205,6,4110
778205,7,5184
778205,8,4812
778205,9,4624
778205,10,4851
778205,11,5023
778205,12,5229
778205,13,5565
778205,14,5514
778205,15,5180
778205,16,4970
778205,17,4929
778205,18,5143
778205,19,4827
778205,20,4100
778205,21,3478
778205,22,2931
778205,23,2296
778209,0,561
778209,1,403
778209,2,360
778209,3,393
778209,4,663
778209,5,1651
778209,6,2724
778209,7,3121
778209,8,2492
778209,9,2416
778209,10,2355
778209,11,2436
778209,12,2511
778209,13,2695
778209,14,3010
778209,15,3210
778209,16,3132
778209,17,2884
778209,18,2803
778209,19,2533
778209,20,1970
778209,21,1513
778209,22,1128
778209,23,889
778211,0,130
778211,1,75
778211,2,55
778211,3,48
778211,4,80
778211,5,199
778211,6,476
778211,7,702
778211,8,670
778211,9,700
778211,10,750
778211,11,767
778211,12,868
778211,13,873
778211,14,992
778211,15,1261
778211,16,1450
778211,17,1452
778211,18,1158
778211,19,713
778211,20,628
778211,21,456
778211,22,337
778211,23,252
778213,0,85
778213,1,51
778213,2,45
778213,3,67
778213,4,135
778213,5,270
778213,6,505
778213,7,698
778213,8,674
778213,9,621
778213,10,699
778213,11,663
778213,12,685
778213,13,729
778213,14,766
778213,15,941
778213,16,980
778213,17,979
778213,18,788
778213,19,511
778213,20,418
778213,21,305
778213,22,205
778213,23,166
778215,0,86
778215,1,58
778215,2,37
778215,3,55
778215,4,168
778215,5,403
778215,6,584
778215,7,581
778215,8,589
778215,9,549
778215,10,620
778215,11,650
778215,12,695
778215,13,734
778215,14,756
778215,15,861
778215,16,900
778215,17,859
778215,18,798
778215,19,674
778215,20,525
778215,21,449
778215,22,310
778215,23,163
778223,0,538
778223,1,399
778223,2,353
778223,3,373
778223,4,603
778223,5,1366
778223,6,2257
778223,7,2455
778223,8,2021
778223,9,1999
778223,10,2008
778223,11,2087
778223,12,2205
778223,13,2367
778223,14,2617
778223,15,2766
778223,16,2560
778223,17,2329
778223,18,2372
778223,19,2136
778223,20,1694
778223,21,1275
778223,22,1003
778223,23,818
778225,0,776
778225,1,539
778225,2,463
778225,3,454
778225,4,660
778225,5,1312
778225,6,2251
778225,7,2548
778225,8,2318
778225,9,2469
778225,10,2517
778225,11,2606
778225,12,2769
778225,13,2985
778225,14,3266
778225,15,3291
778225,16,2789
778225,17,2539
778225,18,2600
778225,19,2831
778225,20,2219
778225,21,1683
778225,22,1357
778225,23,1181
778226,0,77
778226,1,55
778226,2,50
778226,3,101
778226,4,226
778226,5,381
778226,6,588
778226,7,715
778226,8,589
778226,9,569
778226,10,583
778226,11,632
778226,12,651
778226,13,670
778226,14,741
778226,15,742
778226,16,724
778226,17,693
778226,18,560
778226,19,490
778226,20,361
778226,21,263
778226,22,213
778226,23,158
778227,0,436
778227,1,430
778227,2,639
778227,3,1228
778227,4,2859
778227,5,2014
778227,6,1943
778227,7,2071
778227,8,3054
778227,9,3047
778227,10,2913
778227,11,2914
778227,12,3030
778227,13,3210
778227,14,3197
778227,15,3186
778227,16,3080
778227,17,2921
778227,18,2414
778227,19,1851
778227,20,1719
778227,21,1559
778227,22,1036
778227,23,684
778231,0,98
778231,1,68
778231,2,44
778231,3,67
778231,4,148
778231,5,316
778231,6,431
778231,7,475
778231,8,554
778231,9,675
778231,10,706
778231,11,832
778231,12,819
778231,13,836
778231,14,889
778231,15,915
778231,16,929
778231,17,924
778231,18,824
778231,19,680
778231,20,567
778231,21,445
778231,22,299
778231,23,194
778241,0,320
778241,1,308
778241,2,495
778241,3,1075
778241,4,2655
778241,5,2957
778241,6,2769
778241,7,2705
778241,8,2745
778241,9,2524
778241,10,2331
778241,11,2378
778241,12,2500
778241,13,2685
778241,14,2682
778241,15,2726
778241,16,2723
778241,17,2615
778241,18,2083
778241,19,1642
778241,20,1491
778241,21,1315
778241,22,831
778241,23,527
778245,0,433
778245,1,381
778245,2,431
778245,3,718
778245,4,1585
778245,5,3114
778245,6,3638
778245,7,3494
778245,8,3191
778245,9,2722
778245,10,2405
778245,11,2418
778245,12,2536
778245,13,2523
778245,14,2524
778245,15,2550
778245,16,2638
778245,17,2580
778245,18,2009
778245,19,1628
778245,20,1476
778245,21,1216
778245,22,886
778245,23,601
778247,0,861
778247,1,596
778247,2,499
778247,3,505
778247,4,725
778247,5,1458
778247,6,2553
778247,7,2881
778247,8,2683
778247,9,2698
778247,10,2701
778247,11,2760
778247,12,2954
778247,13,3281
778247,14,3632
778247,15,3859
778247,16,3849
778247,17,3607
778247,18,3546
778247,19,3085
778247,20,2362
778247,21,1800
778247,22,1455
778247,23,1297
778248,0,357
778248,1,338
778248,2,552
778248,3,1209
778248,4,3097
778248,5,3352
778248,6,3179
778248,7,3033
778248,8,3058
778248,9,2787
778248,10,2585
778248,11,2631
778248,12,2779
778248,13,2945
778248,14,2943
778248,15,2999
778248,16,2927
778248,17,2728
778248,18,2228
778248,19,1671
778248,20,1568
778248,21,1407
778248,22,859
778248,23,565
778250,0,769
778250,1,501
778250,2,427
778250,3,431
778250,4,624
778250,5,1276
778250,6,2258
778250,7,2544
778250,8,2326
778250,9,2337
778250,10,2316
778250,11,2365
778250,12,2570
778250,13,2893
778250,14,3192
778250,15,3303
778250,16,3251
778250,17,2933
778250,18,3057
778250,19,2616
778250,20,2045
778250,21,1597
778250,22,1241
778250,23,1152
778254,0,375
778254,1,355
778254,2,568
778254,3,1234
778254,4,3158
778254,5,3503
778254,6,3388
778254,7,3296
778254,8,3246
778254,9,2921
778254,10,2728
778254,11,2777
778254,12,2918
778254,13,3116
778254,14,3121
778254,15,3176
778254,16,3115
778254,17,3001
778254,18,2366
778254,19,1843
778254,20,1664
778254,21,1443
778254,22,911
778254,23,586
778270,0,76
778270,1,49
778270,2,43
778270,3,89
778270,4,372
778270,5,618
778270,6,1002
778270,7,1346
778270,8,1132
778270,9,874
778270,10,918
778270,11,934
778270,12,1068
778270,13,1100
778270,14,1461
778270,15,1370
778270,16,1415
778270,17,1508
778270,18,1300
778270,19,994
778270,20,669
778270,21,422
778270,22,236
778270,23,157
778271,0,15
778271,1,5
778271,2,8
778271,3,8
778271,4,46
778271,5,70
778271,6,110
778271,7,146
778271,8,144
778271,9,101
778271,10,81
778271,11,98
778271,12,97
778271,13,101
778271,14,160
778271,15,249
778271,16,271
778271,17,269
778271,18,162
778271,19,72
778271,20,90
778271,21,50
778271,22,35
778271,23,17
778272,0,26
778272,1,13
778272,2,19
778272,3,21
778272,4,76
778272,5,123
778272,6,245
778272,7,352
778272,8,412
778272,9,310
778272,10,340
778272,11,362
778272,12,362
778272,13,339
778272,14,495
778272,15,606
778272,16,610
778272,17,641
778272,18,526
778272,19,337
778272,20,264
778272,21,141
778272,22,82
778272,23,45
778274,0,34
778274,1,23
778274,2,11
778274,3,24
778274,4,36
778274,5,54
778274,6,166
778274,7,473
778274,8,258
778274,9,202
778274,10,243
778274,11,263
778274,12,292
778274,13,264
778274,14,434
778274,15,367
778274,16,470
778274,17,438
778274,18,368
778274,19,307
778274,20,217
778274,21,150
778274,22,76
778274,23,51
778275,0,1
778275,1,2
778275,2,1
778275,3,1
778275,4,1
778275,5,5
778275,6,16
778275,7,51
778275,8,124
778275,9,154
778275,10,147
778275,11,69
778275,12,108
778275,13,56
778275,14,124
778275,15,158
778275,16,174
778275,17,135
778275,18,109
778275,19,70
778275,20,45
778275,21,22
778275,22,3
778275,23,7
778276,0,63
778276,1,50
778276,2,45
778276,3,97
778276,4,397
778276,5,657
778276,6,1027
778276,7,1302
778276,8,1123
778276,9,824
778276,10,855
778276,11,861
778276,12,1005
778276,13,1041
778276,14,1375
778276,15,1420
778276,16,1450
778276,17,1536
778276,18,1288
778276,19,967
778276,20,647
778276,21,422
778276,22,247
778276,23,155
778277,0,9
778277,1,3
778277,2,6
778277,3,6
778277,4,17
778277,5,45
778277,6,69
778277,7,90
778277,8,107
778277,9,64
778277,10,61
778277,11,58
778277,12,82
778277,13,69
778277,14,102
778277,15,155
778277,16,146
778277,17,147
778277,18,106
778277,19,74
778277,20,57
778277,21,23
778277,22,11
778277,23,7
778278,0,8
778278,1,9
778278,2,2
778278,3,7
778278,4,17
778278,5,29
778278,6,23
778278,7,51
778278,8,72
778278,9,37
778278,10,46
778278,11,44
778278,12,56
778278,13,51
778278,14,83
778278,15,64
778278,16,65
778278,17,63
778278,18,53
778278,19,36
778278,20,38
778278,21,47
778278,22,24
778278,23,14
778279,0,7
778279,1,9
778279,2,3
778279,3,3
778279,4,14
778279,5,22
778279,6,71
778279,7,110
778279,8,308
778279,9,86
778279,10,68
778279,11,76
778279,12,59
778279,13,72
778279,14,110
778279,15,279
778279,16,112
778279,17,121
778279,18,83
778279,19,62
778279,20,31
778279,21,26
778279,22,8
778279,23,14
778280,0,5
778280,1,6
778280,2,7
778280,3,6
778280,4,11
778280,5,17
778280,6,71
778280,7,120
778280,8,215
778280,9,87
778280,10,76
778280,11,90
778280,12,87
778280,13,83
778280,14,110
778280,15,226
778280,16,195
778280,17,230
778280,18,154
778280,19,77
778280,20,56
778280,21,35
778280,22,14
778280,23,12
778281,0,12
778281,1,6
778281,2,10
778281,3,9
778281,4,44
778281,5,70
778281,6,101
778281,7,121
778281,8,189
778281,9,102
778281,10,101
778281,11,88
778281,12,105
778281,13,118
778281,14,163
778281,15,261
778281,16,306
778281,17,327
778281,18,205
778281,19,111
778281,20,75
778281,21,43
778281,22,15
778281,23,17
778282,0,25
778282,1,7
778282,2,15
778282,3,33
778282,4,56
778282,5,117
778282,6,237
778282,7,288
778282,8,340
778282,9,284
778282,10,275
778282,11,292
778282,12,322
778282,13,330
778282,14,406
778282,15,487
778282,16,505
778282,17,535
778282,18,479
778282,19,277
778282,20,225
778282,21,134
778282,22,84
778282,23,34
778283,0,9
778283,1,0
778283,2,3
778283,3,1
778283,4,5
778283,5,7
778283,6,17
778283,7,13
778283,8,18
778283,9,21
778283,10,12
778283,11,7
778283,12,17
778283,13,18
778283,14,32
778283,15,21
778283,16,27
778283,17,30
778283,18,23
778283,19,17
778283,20,18
778283,21,8
778283,22,6
778283,23,1
778284,0,13
778284,1,8
778284,2,12
778284,3,47
778284,4,44
778284,5,91
778284,6,133
778284,7,204
778284,8,158
778284,9,164
778284,10,145
778284,11,194
778284,12,185
778284,13,194
778284,14,215
778284,15,222
778284,16,225
778284,17,220
778284,18,159
778284,19,98
778284,20,95
778284,21,34
778284,22,27
778284,23,13
778285,0,10
778285,1,11
778285,2,4
778285,3,14
778285,4,44
778285,5,77
778285,6,138
778285,7,169
778285,8,205
778285,9,155
778285,10,148
778285,11,174
778285,12,156
778285,13,179
778285,14,183
778285,15,278
778285,16,251
778285,17,242
778285,18,215
778285,19,152
778285,20,80
778285,21,56
778285,22,33
778285,23,14
778287,0,1
778287,1,1
778287,2,0
778287,3,0
778287,4,3
778287,5,4
778287,6,16
778287,7,57
778287,8,98
778287,9,140
778287,10,114
778287,11,65
778287,12,62
778287,13,53
778287,14,102
778287,15,116
778287,16,142
778287,17,74
778287,18,76
778287,19,38
778287,20,20
778287,21,11
778287,22,8
778287,23,5
778288,0,19
778288,1,11
778288,2,14
778288,3,20
778288,4,116
778288,5,221
778288,6,400
778288,7,514
778288,8,436
778288,9,308
778288,10,283
778288,11,314
778288,12,379
778288,13,376
778288,14,452
778288,15,659
778288,16,595
778288,17,561
778288,18,401
778288,19,222
778288,20,179
778288,21,142
778288,22,73
778288,23,56
778289,0,54
778289,1,45
778289,2,42
778289,3,89
778289,4,333
778289,5,461
778289,6,733
778289,7,977
778289,8,922
778289,9,640
778289,10,671
778289,11,666
778289,12,770
778289,13,794
778289,14,1017
778289,15,1114
778289,16,1109
778289,17,1153
778289,18,927
778289,19,763
778289,20,501
778289,21,302
778289,22,213
778289,23,131
778290,0,66
778290,1,56
778290,2,52
778290,3,105
778290,4,393
778290,5,573
778290,6,950
778290,7,1286
778290,8,1134
778290,9,883
778290,10,925
778290,11,943
778290,12,1023
778290,13,1024
778290,14,1295
778290,15,1420
778290,16,1390
778290,17,1468
778290,18,1198
778290,19,979
778290,20,611
778290,21,372
778290,22,253
778290,23,161
778291,0,15
778291,1,20
778291,2,11
778291,3,26
778291,4,78
778291,5,186
778291,6,363
778291,7,524
778291,8,480
778291,9,469
778291,10,504
778291,11,505
778291,12,528
778291,13,510
778291,14,589
778291,15,629
778291,16,703
778291,17,709
778291,18,557
778291,19,442
778291,20,337
778291,21,173
778291,22,96
778291,23,51
778294,0,4
778294,1,5
778294,2,3
778294,3,7
778294,4,19
778294,5,20
778294,6,46
778294,7,45
778294,8,88
778294,9,40
778294,10,36
778294,11,38
778294,12,51
778294,13,54
778294,14,66
778294,15,101
778294,16,83
778294,17,83
778294,18,60
778294,19,52
778294,20,35
778294,21,16
778294,22,16
778294,23,10
778295,0,22
778295,1,22
778295,2,15
778295,3,26
778295,4,110
778295,5,216
778295,6,422
778295,7,430
778295,8,384
778295,9,346
778295,10,377
778295,11,362
778295,12,397
778295,13,418
778295,14,534
778295,15,586
778295,16,730
778295,17,667
778295,18,555
778295,19,410
778295,20,329
778295,21,188
778295,22,100
778295,23,66
778296,0,48
778296,1,24
778296,2,21
778296,3,51
778296,4,140
778296,5,513
778296,6,456
778296,7,438
778296,8,273
778296,9,252
778296,10,282
778296,11,246
778296,12,284
778296,13,509
778296,14,691
778296,15,788
778296,16,899
778296,17,873
778296,18,608
778296,19,240
778296,20,120
778296,21,78
778296,22,65
778296,23,76
778297,0,13
778297,1,7
778297,2,8
778297,3,15
778297,4,51
778297,5,83
778297,6,157
778297,7,135
778297,8,127
778297,9,138
778297,10,146
778297,11,134
778297,12,164
778297,13,194
778297,14,216
778297,15,226
778297,16,253
778297,17,207
778297,18,174
778297,19,141
778297,20,97
778297,21,58
778297,22,47
778297,23,29
778298,0,4
778298,1,3
778298,2,4
778298,3,14
778298,4,37
778298,5,33
778298,6,68
778298,7,64
778298,8,73
778298,9,63
778298,10,71
778298,11,62
778298,12,76
778298,13,66
778298,14,88
778298,15,99
778298,16,113
778298,17,109
778298,18,76
778298,19,69
778298,20,48
778298,21,24
778298,22,20
778298,23,12
778299,0,17
778299,1,13
778299,2,15
778299,3,28
778299,4,97
778299,5,148
778299,6,266
778299,7,219
778299,8,207
778299,9,227
778299,10,222
778299,11,212
778299,12,243
778299,13,290
778299,14,336
778299,15,330
778299,16,388
778299,17,358
778299,18,304
778299,19,221
778299,20,170
778299,21,100
778299,22,77
778299,23,42
778300,0,18
778300,1,17
778300,2,14
778300,3,38
778300,4,93
778300,5,176
778300,6,270
778300,7,263
778300,8,229
778300,9,223
778300,10,202
778300,11,212
778300,12,269
778300,13,276
778300,14,347
778300,15,402
778300,16,470
778300,17,426
778300,18,349
778300,19,240
778300,20,157
778300,21,113
778300,22,63
778300,23,26
778301,0,8
778301,1,6
778301,2,8
778301,3,11
778301,4,40
778301,5,97
778301,6,154
778301,7,174
778301,8,172
778301,9,135
778301,10,128
778301,11,113
778301,12,133
778301,13,140
778301,14,162
778301,15,179
778301,16,228
778301,17,241
778301,18,204
778301,19,129
778301,20,131
778301,21,53
778301,22,30
778301,23,30
778303,0,49
778303,1,24
778303,2,35
778303,3,46
778303,4,186
778303,5,348
778303,6,714
778303,7,943
778303,8,829
778303,9,669
778303,10,686
778303,11,742
778303,12,781
778303,13,790
778303,14,918
778303,15,1115
778303,16,1142
778303,17,1142
778303,18,915
778303,19,537
778303,20,429
778303,21,316
778303,22,172
778303,23,115
778304,0,30
778304,1,19
778304,2,24
778304,3,45
778304,4,122
778304,5,176
778304,6,295
778304,7,339
778304,8,328
778304,9,250
778304,10,237
778304,11,279
778304,12,255
778304,13,219
778304,14,322
778304,15,376
778304,16,466
778304,17,417
778304,18,387
778304,19,296
778304,20,207
778304,21,180
778304,22,96
778304,23,52
778305,0,33
778305,1,20
778305,2,20
778305,3,42
778305,4,104
778305,5,207
778305,6,341
778305,7,410
778305,8,330
778305,9,280
778305,10,273
778305,11,341
778305,12,343
778305,13,374
778305,14,456
778305,15,512
778305,16,527
778305,17,491
778305,18,397
778305,19,344
778305,20,253
778305,21,222
778305,22,85
778305,23,63
778306,0,18
778306,1,6
778306,2,4
778306,3,13
778306,4,29
778306,5,54
778306,6,94
778306,7,92
778306,8,73
778306,9,85
778306,10,92
778306,11,83
778306,12,113
778306,13,123
778306,14,130
778306,15,154
778306,16,179
778306,17,124
778306,18,122
778306,19,81
778306,20,76
778306,21,41
778306,22,28
778306,23,22
778307,0,5
778307,1,3
778307,2,1
778307,3,6
778307,4,22
778307,5,37
778307,6,91
778307,7,62
778307,8,85
778307,9,59
778307,10,61
778307,11,55
778307,12,75
778307,13,74
778307,14,81
778307,15,108
778307,16,128
778307,17,107
778307,18,106
778307,19,72
778307,20,57
778307,21,38
778307,22,16
778307,23,12
778308,0,8
778308,1,6
778308,2,5
778308,3,3
778308,4,17
778308,5,14
778308,6,57
778308,7,128
778308,8,263
778308,9,228
778308,10,151
778308,11,170
778308,12,194
778308,13,165
778308,14,207
778308,15,238
778308,16,244
778308,17,220
778308,18,159
778308,19,119
778308,20,83
778308,21,53
778308,22,40
778308,23,20
778310,0,2
778310,1,1
778310,2,1
778310,3,0
778310,4,5
778310,5,5
778310,6,18
778310,7,53
778310,8,81
778310,9,110
778310,10,56
778310,11,82
778310,12,69
778310,13,67
778310,14,85
778310,15,106
778310,16,120
778310,17,99
778310,18,83
778310,19,63
778310,20,47
778310,21,24
778310,22,10
778310,23,3
778311,0,7
778311,1,1
778311,2,0
778311,3,3
778311,4,19
778311,5,44
778311,6,58
778311,7,141
778311,8,192
778311,9,164
778311,10,154
778311,11,137
778311,12,132
778311,13,123
778311,14,179
778311,15,204
778311,16,219
778311,17,193
778311,18,167
778311,19,92
778311,20,74
778311,21,46
778311,22,21
778311,23,15
778312,0,49
778312,1,37
778312,2,48
778312,3,35
778312,4,67
778312,5,156
778312,6,223
778312,7,150
778312,8,182
778312,9,189
778312,10,159
778312,11,159
778312,12,180
778312,13,157
778312,14,202
778312,15,220
778312,16,233
778312,17,232
778312,18,225
778312,19,128
778312,20,130
778312,21,67
778312,22,75
778312,23,54
778314,0,14
778314,1,14
778314,2,6
778314,3,11
778314,4,19
778314,5,53
778314,6,89
778314,7,128
778314,8,177
778314,9,163
778314,10,146
778314,11,182
778314,12,201
778314,13,178
778314,14,213
778314,15,232
778314,16,320
778314,17,264
778314,18,223
778314,19,135
778314,20,117
778314,21,70
778314,22,45
778314,23,23
778315,0,2
778315,1,3
778315,2,3
778315,3,12
778315,4,20
778315,5,29
778315,6,34
778315,7,32
778315,8,45
778315,9,26
778315,10,31
778315,11,37
778315,12,38
778315,13,38
778315,14,46
778315,15,39
778315,16,60
778315,17,47
778315,18,42
778315,19,36
778315,20,17
778315,21,12
778315,22,3
778315,23,5
778316,0,7
778316,1,12
778316,2,5
778316,3,14
778316,4,36
778316,5,62
778316,6,96
778316,7,118
