taz_p,rg_proposed
2706,Core Cities
2707,Core Cities
2708,Core Cities
2709,Core Cities
2710,Core Cities
2711,Core Cities
2712,HCT Communities
2713,HCT Communities
2714,HCT Communities
2715,HCT Communities
2716,Core Cities
2717,Core Cities
2718,Core Cities
2719,Core Cities
2720,Core Cities
2721,Core Cities
2722,Core Cities
2723,Core Cities
2724,Core Cities
2725,Core Cities
2726,Core Cities
2727,Core Cities
2728,Core Cities
2729,Core Cities
2730,Core Cities
2731,Core Cities
2732,Urban Unincorporated
2733,HCT Communities
2734,HCT Communities
2735,HCT Communities
2736,Urban Unincorporated
2737,Urban Unincorporated
2738,Cities and Towns
2739,Cities and Towns
2740,Core Cities
2741,Core Cities
2742,Core Cities
2743,Core Cities
2744,Cities and Towns
2745,Cities and Towns
2746,Cities and Towns
2747,Cities and Towns
2748,Core Cities
2749,Core Cities
2750,Core Cities
2751,Core Cities
2752,Core Cities
2753,Rural
2754,Core Cities
2755,Core Cities
2756,Core Cities
2757,Core Cities
2758,Core Cities
2759,Core Cities
2760,Core Cities
2761,Core Cities
2762,Core Cities
2763,Core Cities
2764,Core Cities
2765,Core Cities
2766,Core Cities
2767,Core Cities
2768,Core Cities
2769,Core Cities
2770,Core Cities
2771,Core Cities
2772,Core Cities
2773,Core Cities
2774,Core Cities
2775,Core Cities
2776,Core Cities
2777,Core Cities
2778,Core Cities
2779,Core Cities
2780,Core Cities
2781,Core Cities
2782,Core Cities
2783,Core Cities
2784,Core Cities
2785,Core Cities
2786,Core Cities
2787,Core Cities
2788,Core Cities
2789,Core Cities
2790,Core Cities
2791,Core Cities
2792,Core Cities
2793,Core Cities
2794,Core Cities
2795,Core Cities
2796,Core Cities
2797,Core Cities
2798,Core Cities
2799,Core Cities
2800,Core Cities
2801,Core Cities
2802,Core Cities
2803,Rural
2804,Core Cities
2805,Core Cities
2806,Core Cities
2807,Core Cities
2808,Core Cities
2809,Core Cities
2810,Core Cities
2811,Core Cities
2812,Core Cities
2813,Core Cities
2814,Core Cities
2815,Cities and Towns
2816,Cities and Towns
2817,Rural
2818,Cities and Towns
2819,Cities and Towns
2820,Cities and Towns
2821,Core Cities
2822,Core Cities
2823,Core Cities
2824,Core Cities
2825,Core Cities
2826,Core Cities
2827,Core Cities
2828,Core Cities
2829,Core Cities
2830,Core Cities
2831,Core Cities
2832,Core Cities
2833,Core Cities
2834,Core Cities
2835,Core Cities
2836,Core Cities
2837,Core Cities
2838,Core Cities
2839,Core Cities
2840,Core Cities
2841,Core Cities
2842,Core Cities
2843,Core Cities
2844,Core Cities
2845,Core Cities
2846,Core Cities
2847,Core Cities
2848,Core Cities
2849,Core Cities
2850,Core Cities
2851,Core Cities
2852,Core Cities
2853,Core Cities
2854,Core Cities
2855,Core Cities
2856,Rural
2857,Rural
2858,Rural
2859,Rural
2860,Rural
2861,Rural
2862,Rural
2863,Rural
2864,Rural
2865,Rural
2866,Rural
2867,Rural
2868,Core Cities
2869,Rural
2870,HCT Communities
2871,HCT Communities
2872,Core Cities
2873,Core Cities
2874,Core Cities
2875,Core Cities
2876,Core Cities
2877,Core Cities
2878,Core Cities
2879,Core Cities
2880,Core Cities
2881,Core Cities
2882,Core Cities
2883,Core Cities
2884,Core Cities
2885,Core Cities
2886,Core Cities
2887,Core Cities
2888,Core Cities
2889,Core Cities
2890,Core Cities
2891,Core Cities
2892,Core Cities
2893,Core Cities
2894,HCT Communities
2895,HCT Communities
2896,HCT Communities
2897,HCT Communities
2898,HCT Communities
2899,Rural
2900,Rural
2901,Rural
2902,Rural
2903,Rural
2904,Rural
2905,Rural
2906,Rural
2907,Rural
2908,Rural
2909,HCT Communities
2910,HCT Communities
2911,HCT Communities
2912,HCT Communities
2913,Core Cities
2914,HCT Communities
2915,HCT Communities
2916,Core Cities
2917,HCT Communities
2918,Core Cities
2919,Core Cities
2920,Core Cities
2921,Core Cities
2922,Core Cities
2923,Core Cities
2924,Core Cities
2925,Core Cities
2926,Core Cities
2927,Core Cities
2928,Core Cities
2929,Core Cities
2930,Core Cities
2931,Core Cities
2932,Core Cities
2933,Core Cities
2934,Core Cities
2935,Core Cities
2936,Core Cities
2937,Core Cities
2938,Core Cities
2939,Core Cities
2940,Core Cities
2941,Core Cities
2942,Core Cities
2943,Core Cities
2944,Core Cities
2945,HCT Communities
2946,Core Cities
2947,Core Cities
2948,Rural
2949,HCT Communities
2950,Core Cities
2951,Core Cities
2952,HCT Communities
2953,HCT Communities
2954,Rural
2955,Rural
2956,Rural
2957,Rural
2958,Rural
2959,Rural
2960,Rural
2961,Rural
2962,Rural
2963,Rural
2964,Rural
2965,Rural
2966,Rural
2967,Rural
2968,Rural
2969,Core Cities
2970,Rural
2971,Rural
2972,Core Cities
2973,Core Cities
2974,Core Cities
2975,Core Cities
2976,Core Cities
2977,Core Cities
2978,Core Cities
2979,Core Cities
2980,Core Cities
2981,Core Cities
2982,Core Cities
2983,Core Cities
2984,Core Cities
2985,Core Cities
2986,Core Cities
2987,Core Cities
2988,Core Cities
2989,Core Cities
2990,Core Cities
2991,Core Cities
2992,Core Cities
2993,Core Cities
2994,Core Cities
2995,Core Cities
2996,Core Cities
2997,Core Cities
2998,Core Cities
2999,Core Cities
3000,HCT Communities
3001,HCT Communities
3002,Metropolitan Cities
3003,HCT Communities
3004,HCT Communities
3005,HCT Communities
3006,Metropolitan Cities
3007,HCT Communities
3008,HCT Communities
3009,HCT Communities
3010,HCT Communities
3011,HCT Communities
3012,Metropolitan Cities
3013,Metropolitan Cities
3014,Urban Unincorporated
3015,Core Cities
3016,Core Cities
3017,Core Cities
3018,Core Cities
3019,Core Cities
3020,Core Cities
3021,Core Cities
3022,Core Cities
3023,Core Cities
3024,Core Cities
3025,Core Cities
3026,Core Cities
3027,Core Cities
3028,Core Cities
3029,Core Cities
3030,Core Cities
3031,Urban Unincorporated
3032,Core Cities
3033,Metropolitan Cities
3034,Metropolitan Cities
3035,Metropolitan Cities
3036,Metropolitan Cities
3037,Metropolitan Cities
3038,Metropolitan Cities
3039,Metropolitan Cities
3040,Metropolitan Cities
3041,Metropolitan Cities
3042,Metropolitan Cities
3043,Metropolitan Cities
3044,Metropolitan Cities
3045,Metropolitan Cities
3046,Metropolitan Cities
3047,Metropolitan Cities
3048,Metropolitan Cities
3049,Metropolitan Cities
3050,Metropolitan Cities
3051,Metropolitan Cities
3052,Metropolitan Cities
3053,Metropolitan Cities
3054,Metropolitan Cities
3055,Metropolitan Cities
3056,Metropolitan Cities
3057,Metropolitan Cities
3058,Metropolitan Cities
3059,Metropolitan Cities
3060,Metropolitan Cities
3061,Metropolitan Cities
3062,HCT Communities
3063,HCT Communities
3064,HCT Communities
3065,HCT Communities
3066,HCT Communities
3067,HCT Communities
3068,HCT Communities
3069,HCT Communities
3070,HCT Communities
3071,HCT Communities
3072,HCT Communities
3073,HCT Communities
3074,HCT Communities
3075,HCT Communities
3076,HCT Communities
3077,HCT Communities
3078,HCT Communities
3079,HCT Communities
3080,HCT Communities
3081,Metropolitan Cities
3082,Metropolitan Cities
3083,Metropolitan Cities
3084,Metropolitan Cities
3085,Metropolitan Cities
3086,Metropolitan Cities
3087,Metropolitan Cities
3088,Metropolitan Cities
3089,Metropolitan Cities
3090,Metropolitan Cities
3091,Metropolitan Cities
3092,Metropolitan Cities
3093,Metropolitan Cities
3094,Metropolitan Cities
3095,Metropolitan Cities
3096,Metropolitan Cities
3097,Metropolitan Cities
3098,Metropolitan Cities
3099,Metropolitan Cities
3100,Core Cities
3101,Metropolitan Cities
3102,Metropolitan Cities
3103,Metropolitan Cities
3104,Metropolitan Cities
3105,Metropolitan Cities
3106,Metropolitan Cities
3107,Metropolitan Cities
3108,Metropolitan Cities
3109,Metropolitan Cities
3110,Metropolitan Cities
3111,Metropolitan Cities
3112,Metropolitan Cities
3113,Metropolitan Cities
3114,Metropolitan Cities
3115,Metropolitan Cities
3116,Metropolitan Cities
3117,Metropolitan Cities
3118,Metropolitan Cities
3119,Metropolitan Cities
3120,Metropolitan Cities
3121,Metropolitan Cities
3122,Metropolitan Cities
3123,Cities and Towns
3124,Cities and Towns
3125,Metropolitan Cities
3126,Metropolitan Cities
3127,Metropolitan Cities
3128,Metropolitan Cities
3129,Metropolitan Cities
3130,Metropolitan Cities
3131,Metropolitan Cities
3132,Metropolitan Cities
3133,Metropolitan Cities
3134,Metropolitan Cities
3135,Metropolitan Cities
3136,Metropolitan Cities
3137,Metropolitan Cities
3138,Metropolitan Cities
3139,Metropolitan Cities
3140,Metropolitan Cities
3141,Metropolitan Cities
3142,Metropolitan Cities
3143,Metropolitan Cities
3144,Metropolitan Cities
3145,Metropolitan Cities
3146,Metropolitan Cities
3147,Metropolitan Cities
3148,Metropolitan Cities
3149,Metropolitan Cities
3150,Metropolitan Cities
3151,Metropolitan Cities
3152,Metropolitan Cities
3153,Metropolitan Cities
3154,Metropolitan Cities
3155,Metropolitan Cities
3156,Core Cities
3157,Metropolitan Cities
3158,Metropolitan Cities
3159,Metropolitan Cities
3160,Metropolitan Cities
3161,Core Cities
3162,Metropolitan Cities
3163,Metropolitan Cities
3164,Metropolitan Cities
3165,Metropolitan Cities
3166,Metropolitan Cities
3167,Metropolitan Cities
3168,Metropolitan Cities
3169,Metropolitan Cities
3170,Metropolitan Cities
3171,Metropolitan Cities
3172,Metropolitan Cities
3173,Metropolitan Cities
3174,Cities and Towns
3175,Metropolitan Cities
3176,Cities and Towns
3177,Cities and Towns
3178,Cities and Towns
3179,Cities and Towns
3180,Cities and Towns
3181,Cities and Towns
3182,Cities and Towns
3183,Cities and Towns
3184,Metropolitan Cities
3185,Core Cities
3186,Metropolitan Cities
3187,Metropolitan Cities
3188,Metropolitan Cities
3189,Metropolitan Cities
3190,Metropolitan Cities
3191,Metropolitan Cities
3192,Metropolitan Cities
3193,Metropolitan Cities
3194,Core Cities
3195,Core Cities
3196,Metropolitan Cities
3197,Core Cities
3198,Core Cities
3199,Core Cities
3200,Metropolitan Cities
3201,Metropolitan Cities
3202,Core Cities
3203,Core Cities
3204,Core Cities
3205,Core Cities
3206,Core Cities
3207,Core Cities
3208,Core Cities
3209,Core Cities
3210,Metropolitan Cities
3211,Metropolitan Cities
3212,Core Cities
3213,Core Cities
3214,Core Cities
3215,Core Cities
3216,Core Cities
3217,Core Cities
3218,Core Cities
3219,Core Cities
3220,Core Cities
3221,Core Cities
3222,Core Cities
3223,Core Cities
3224,Core Cities
3225,Core Cities
3226,Core Cities
3227,Core Cities
3228,Core Cities
3229,Core Cities
3230,Core Cities
3231,Core Cities
3232,Core Cities
3233,Core Cities
3234,Core Cities
3235,Core Cities
3236,Core Cities
3237,Core Cities
3238,Core Cities
3239,Rural
3240,Core Cities
3241,Core Cities
3242,Core Cities
3243,Core Cities
3244,Core Cities
3245,Core Cities
3246,Core Cities
3247,Cities and Towns
3248,Urban Unincorporated
3249,Rural
3250,Core Cities
3251,HCT Communities
3252,HCT Communities
3253,Core Cities
3254,Core Cities
3255,Cities and Towns
3256,Rural
3257,Rural
3258,Rural
3259,Core Cities
3260,Core Cities
3261,Core Cities
3262,HCT Communities
3263,HCT Communities
3264,HCT Communities
3265,HCT Communities
3266,HCT Communities
3267,HCT Communities
3268,HCT Communities
3269,HCT Communities
3270,HCT Communities
3271,HCT Communities
3272,HCT Communities
3273,HCT Communities
3274,HCT Communities
3275,HCT Communities
3276,HCT Communities
3277,HCT Communities
3278,HCT Communities
3279,HCT Communities
3280,HCT Communities
3281,HCT Communities
3282,Rural
3283,Rural
3284,Rural
3285,Cities and Towns
3286,Rural
3287,Rural
3288,Rural
3289,Cities and Towns
3290,Rural
3291,Rural
3292,Rural
3293,Rural
3294,Rural
3295,Rural
3296,Rural
3297,Rural
3298,Rural
3299,Rural
3300,Cities and Towns
3301,Rural
3302,Rural
3303,Rural
3304,Rural
3305,Rural
3306,Rural
3307,Rural
3308,Rural
3309,Urban Unincorporated
3310,Cities and Towns
3311,Cities and Towns
3312,Cities and Towns
3313,Cities and Towns
3314,Cities and Towns
3315,Cities and Towns
3316,Cities and Towns
3317,Rural
3318,Cities and Towns
3319,Cities and Towns
3320,Rural
3321,Rural
3322,Rural
3323,Rural
3324,Rural
3325,Rural
3326,Rural
3327,Rural
3328,Rural
3329,Cities and Towns
3330,Cities and Towns
3331,Cities and Towns
3332,Cities and Towns
3333,Cities and Towns
3334,Cities and Towns
3335,Cities and Towns
3336,Cities and Towns
3337,Cities and Towns
3338,Cities and Towns
3339,Cities and Towns
3340,Cities and Towns
3341,Cities and Towns
3342,Cities and Towns
3343,Cities and Towns
3344,Cities and Towns
3345,Cities and Towns
3346,Core Cities
3347,Core Cities
3348,Core Cities
3349,Cities and Towns
3350,Cities and Towns
3351,Core Cities
3352,Core Cities
3353,Cities and Towns
3354,Core Cities
3355,Rural
3356,Rural
3357,Rural
3358,Cities and Towns
3359,Rural
3360,Cities and Towns
3361,Cities and Towns
3362,Cities and Towns
3363,Rural
3364,Cities and Towns
3365,Cities and Towns
3366,Cities and Towns
3367,Cities and Towns
3368,Cities and Towns
3369,Rural
3370,Rural
3371,Rural
3372,Rural
3373,Rural
3374,Rural
3375,Rural
3376,Rural
3377,Rural
3378,Rural
3379,Rural
3380,Rural
3381,Rural
3382,Cities and Towns
3383,Rural
3384,Cities and Towns
3385,Cities and Towns
3386,Cities and Towns
3387,Cities and Towns
3388,Cities and Towns
3389,Cities and Towns
3390,Cities and Towns
3391,Cities and Towns
3392,Cities and Towns
3393,Rural
3394,Rural
3395,Rural
3396,Rural
3397,Rural
3398,Cities and Towns
3399,Cities and Towns
3400,Cities and Towns
3401,Cities and Towns
3402,Cities and Towns
3403,Cities and Towns
3404,Rural
3405,Urban Unincorporated
3406,Rural
3407,Rural
3408,Rural
3409,Rural
3410,Cities and Towns
3411,Rural
3412,Rural
3413,Rural
3414,Rural
3415,Rural
3416,Rural
3417,Rural
3418,Rural
3419,Rural
3420,Rural
3421,Cities and Towns
3422,Cities and Towns
3423,Rural
3424,Rural
3425,Rural
3426,Rural
3427,Rural
3428,Rural
3429,Rural
3430,Rural
3431,Rural
3432,Rural
3433,Rural
3434,Rural
3435,Rural
3436,Core Cities
3437,Rural
3438,Rural
3439,Rural
3440,Rural
3441,Rural
3442,Rural
3443,Cities and Towns
3444,Cities and Towns
3445,Rural
3446,Cities and Towns
3447,Cities and Towns
3448,Rural
3449,Rural
3450,Rural
3451,Rural
3452,Rural
3453,Rural
3454,Cities and Towns
3455,Cities and Towns
3456,Cities and Towns
3457,Rural
3458,Rural
3459,Rural
3460,Rural
3461,Rural
3462,Rural
3463,Rural
3464,Rural
3465,Rural
3466,Rural
3467,Rural
3468,Rural
3469,Rural
3470,Rural
3471,Rural
3472,Rural
3473,Rural
3474,Cities and Towns
3475,Rural
3476,Rural
3477,Rural
3478,HCT Communities
3479,Rural
3480,Rural
3481,Rural
3482,Rural
3483,Rural
3484,Rural
3485,Rural
3486,HCT Communities
3487,Cities and Towns
3488,Rural
3489,HCT Communities
3490,HCT Communities
3491,Rural
3492,Rural
3493,Rural
3494,HCT Communities
3495,HCT Communities
3496,HCT Communities
3497,Rural
3498,HCT Communities
3499,Rural
3500,Cities and Towns
3501,Rural
3502,Rural
3503,Rural
3504,Rural
3505,Cities and Towns
3506,Rural
3507,Metropolitan Cities
3508,Metropolitan Cities
3509,Metropolitan Cities
3510,Metropolitan Cities
3511,Metropolitan Cities
3512,Metropolitan Cities
3513,HCT Communities
3514,Metropolitan Cities
3515,Metropolitan Cities
3516,Metropolitan Cities
3517,Metropolitan Cities
3518,Metropolitan Cities
3519,Metropolitan Cities
3520,Rural
3521,Rural
3522,Urban Unincorporated
3523,Urban Unincorporated
3524,Cities and Towns
3525,Rural
3526,Rural
3527,Cities and Towns
3528,Rural
3529,Rural
3530,Cities and Towns
3531,Rural
3532,Cities and Towns
3533,Cities and Towns
3534,Rural
3535,Rural
3536,Rural
3537,HCT Communities
3538,HCT Communities
3539,Metropolitan Cities
3540,Metropolitan Cities
3541,Metropolitan Cities
3542,Metropolitan Cities
3543,Urban Unincorporated
3544,HCT Communities
3545,HCT Communities
3546,HCT Communities
3547,Metropolitan Cities
3548,HCT Communities
3549,HCT Communities
3550,HCT Communities
3551,HCT Communities
3552,Urban Unincorporated
3553,Rural
3554,Rural
3555,Urban Unincorporated
3556,Rural
3557,HCT Communities
3558,HCT Communities
3559,HCT Communities
3560,HCT Communities
3561,HCT Communities
3562,Urban Unincorporated
3563,HCT Communities
3564,Urban Unincorporated
3565,Core Cities
3566,Core Cities
3567,Core Cities
3568,Core Cities
3569,Core Cities
3570,Core Cities
3571,HCT Communities
3572,HCT Communities
3573,HCT Communities
3574,HCT Communities
3575,Rural
3576,Rural
3577,Rural
3578,Rural
3579,Rural
3580,Rural
3581,HCT Communities
3582,Core Cities
3583,HCT Communities
3584,HCT Communities
3585,Core Cities
3586,Core Cities
3587,HCT Communities
3588,Cities and Towns
3589,Core Cities
3590,Core Cities
3591,HCT Communities
3592,Urban Unincorporated
3593,HCT Communities
3594,Cities and Towns
3595,HCT Communities
3596,HCT Communities
3597,HCT Communities
3598,Cities and Towns
3599,HCT Communities
3600,Core Cities
3601,Rural
3602,Rural
3603,Rural
3604,Rural
3605,HCT Communities
3606,HCT Communities
3607,Rural
3608,HCT Communities
3609,Rural
3610,Rural
3611,HCT Communities
3612,Rural
3613,Rural
3614,Rural
3615,Core Cities
3616,Core Cities
3617,Rural
3618,Core Cities
3619,Core Cities
3620,Core Cities
3621,HCT Communities
3622,Rural
3623,HCT Communities
3624,Core Cities
3625,Core Cities
3626,Rural
3627,Rural
3628,Rural
3629,Rural
3630,Rural
3631,Rural
3632,Rural
3633,Urban Unincorporated
3634,HCT Communities
3635,Metropolitan Cities
3636,Urban Unincorporated
3637,Urban Unincorporated
3638,Metropolitan Cities
3639,Metropolitan Cities
3640,Metropolitan Cities
3641,Metropolitan Cities
3642,Metropolitan Cities
3643,Metropolitan Cities
3644,Metropolitan Cities
3645,Metropolitan Cities
3646,Urban Unincorporated
3647,Rural
3648,Rural
3649,Rural
3650,Rural
3651,Rural
3652,Rural
3653,Rural
3654,Rural
3655,Urban Unincorporated
3656,Urban Unincorporated
3657,Urban Unincorporated
3658,Urban Unincorporated
3659,HCT Communities
3660,HCT Communities
3661,HCT Communities
3662,HCT Communities
3663,HCT Communities
3664,HCT Communities
3665,Metropolitan Cities
3666,Rural
3667,Rural
3668,HCT Communities
3669,HCT Communities
3670,HCT Communities
3671,Urban Unincorporated
3672,Urban Unincorporated
3673,Urban Unincorporated
3674,Rural
3675,Rural
3676,Rural
3677,Rural
3678,Urban Unincorporated
3679,Urban Unincorporated
3680,Rural
3681,Rural
3682,Rural
3683,HCT Communities
3684,Rural
3685,Rural
3686,Rural
3687,Rural
3688,Rural
3689,Rural
3690,Rural
3691,Rural
3692,Rural
3693,Rural
3694,Rural
3695,Rural
3696,HCT Communities
3697,HCT Communities
3698,HCT Communities
3699,HCT Communities
3700,HCT Communities
